"NETWORK","PI","YEAR","MONTH","DAY","SITE","TRANSECT","SP_CODE","BLADE_LENGTH_CM","WIDTH_CM","STIPE_LENGTH_CM","WET_WEIGHT","DRY_WEIGHT","GROUP","DIVISION.FAMILY","COMMON.DIVISION.NAME","SIZE","COMMON.NAME","KINGDOM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES"
"KEEN ONE","Byrnes",2015,7,17,"Little Brewster","3","SL",77,30,10,27.1324818142888,2.73441701071142,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,7,17,"Little Brewster","3","LADI",95,46,6,78.1368656615882,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Byrnes",2015,7,17,"Little Brewster","3","SL",100,29.5,3,36.6557531209768,3.50403832939602,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,7,17,"Little Brewster","3","SL",234,37,5,164.274922856104,12.0663934283391,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,7,17,"Little Brewster","3","LADI",89,61,8,70.7599334619731,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Byrnes",2015,7,17,"Little Brewster","3","SL",144,26,4,69.9314590187667,5.96795342183708,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,7,17,"Little Brewster","3","SL",77,25,8,26.0309931597304,2.64257527290013,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,7,17,"Little Brewster","3","SL",186,31,6,111.201079176408,8.74742988302101,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,7,17,"Little Brewster","3","LADI",145,44.5,11,227.089983950778,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Byrnes",2015,7,17,"Little Brewster","3","SL",50,10,2.5,11.0303702678415,1.30204196467271,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,7,17,"Little Brewster","3","SL",120,22,11,56.2656915788692,4.98864383285321,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,7,17,"Little Brewster","3","LADI",107,45,6,102.922591053958,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Byrnes",2015,7,17,"Little Brewster","3","SL",20,5.5,1.5,2.24735431431963,0.350802809307084,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,7,17,"Little Brewster","3","SL",87,13,2,28.2539520816211,2.82725437496571,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,7,17,"Little Brewster","3","LADI",52,25,4.5,18.7824827471679,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Byrnes",2015,7,17,"Little Brewster","3","SL",220,35.5,4,146.355207943872,10.9704717634475,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,7,17,"Little Brewster","3","SL",35,7.5,2,5.91291566426895,0.778752219919123,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,7,17,"Little Brewster","3","SL",180,32,5.5,104.581548285768,8.31587925082318,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Devil's Dance Floor","SADE",69.5,14.5,10,NA,NA,"Algae","Phaeophyta","Brown Algae",NA,NA,"Chromista","Ochrophyta","Phaeophyceae","Tilopteridales","Phyllariaceae","Saccorhiza","Saccorhiza dermatodea"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Devil's Dance Floor","SADE",105,15,18.5,NA,NA,"Algae","Phaeophyta","Brown Algae",NA,NA,"Chromista","Ochrophyta","Phaeophyceae","Tilopteridales","Phyllariaceae","Saccorhiza","Saccorhiza dermatodea"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Devil's Dance Floor","SADE",127,20.5,14.5,NA,NA,"Algae","Phaeophyta","Brown Algae",NA,NA,"Chromista","Ochrophyta","Phaeophyceae","Tilopteridales","Phyllariaceae","Saccorhiza","Saccorhiza dermatodea"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Devil's Dance Floor","LADI",132,23.5,6.5,169.58318658371,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Devil's Dance Floor","LADI",171,23,21,378.00752737261,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Devil's Dance Floor","LADI",88.5,18,6,66.3679042875065,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Devil's Dance Floor","LADI",79.5,20,9.5,57.2860553269454,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Devil's Dance Floor","LADI",119.5,16,10,143.804389091729,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Devil's Dance Floor","SADE",47,16.5,11.5,NA,NA,"Algae","Phaeophyta","Brown Algae",NA,NA,"Chromista","Ochrophyta","Phaeophyceae","Tilopteridales","Phyllariaceae","Saccorhiza","Saccorhiza dermatodea"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Devil's Dance Floor","LADI",81.5,13.5,4.5,52.6627522035644,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Devil's Dance Floor","LADI",87.5,27,8.5,68.9831045688837,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Devil's Dance Floor","SADE",103.5,10.4,9.5,NA,NA,"Algae","Phaeophyta","Brown Algae",NA,NA,"Chromista","Ochrophyta","Phaeophyceae","Tilopteridales","Phyllariaceae","Saccorhiza","Saccorhiza dermatodea"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Devil's Dance Floor","SADE",87,14.5,17,NA,NA,"Algae","Phaeophyta","Brown Algae",NA,NA,"Chromista","Ochrophyta","Phaeophyceae","Tilopteridales","Phyllariaceae","Saccorhiza","Saccorhiza dermatodea"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Devil's Dance Floor","LADI",130,28,7,165.111318944094,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Devil's Dance Floor","LADI",82.5,19.5,8.5,60.4970758950235,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Devil's Dance Floor","SADE",120.5,17.5,12.5,NA,NA,"Algae","Phaeophyta","Brown Algae",NA,NA,"Chromista","Ochrophyta","Phaeophyceae","Tilopteridales","Phyllariaceae","Saccorhiza","Saccorhiza dermatodea"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Devil's Dance Floor","SADE",52.5,135,10,NA,NA,"Algae","Phaeophyta","Brown Algae",NA,NA,"Chromista","Ochrophyta","Phaeophyceae","Tilopteridales","Phyllariaceae","Saccorhiza","Saccorhiza dermatodea"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Devil's Dance Floor","LADI",93,16,4.5,71.6584038338723,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Broad Cove","SL",72,30,118,109.14532272078,8.61390355329792,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Broad Cove","SL",182,29,4,105.084407292559,8.34882734891004,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Broad Cove","SL",96.5,14,15,42.2192025647684,3.93693047370694,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Broad Cove","SL",71.5,13,5.5,21.8269314595302,2.28541903524932,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Broad Cove","SL",97.5,25,5,36.3392651304473,3.47907926296518,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Broad Cove","SL",75,14.5,6,23.8883699436396,2.46192862398899,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Broad Cove","SL",70,14.5,7.5,22.0801411981451,2.30725271657579,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Broad Cove","SL",112,21,11,50.2894772245625,4.54759283675719,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Broad Cove","SL",24,19,4.5,3.71363958950806,0.530735410235832,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Broad Cove","SL",66,8,3.5,18.1837367006871,1.96601416677378,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Broad Cove","SADE",97,8,9.5,NA,NA,"Algae","Phaeophyta","Brown Algae",NA,NA,"Chromista","Ochrophyta","Phaeophyceae","Tilopteridales","Phyllariaceae","Saccorhiza","Saccorhiza dermatodea"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Broad Cove","SADE",65,13.5,12,NA,NA,"Algae","Phaeophyta","Brown Algae",NA,NA,"Chromista","Ochrophyta","Phaeophyceae","Tilopteridales","Phyllariaceae","Saccorhiza","Saccorhiza dermatodea"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Broad Cove","SADE",97,13,7.5,NA,NA,"Algae","Phaeophyta","Brown Algae",NA,NA,"Chromista","Ochrophyta","Phaeophyceae","Tilopteridales","Phyllariaceae","Saccorhiza","Saccorhiza dermatodea"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Broad Cove","AGCL",30.5,18,6,14.9613702182095,NA,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum"
"KEEN ONE","Byrnes",2015,8,13,"NE Appledore","Broad Cove","AGCL",25,13,2,8.3146299404029,NA,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Norwegian Cove","SL",125,29,5,55.5025921102833,4.93280275067337,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Norwegian Cove","SL",85,13,3.5,27.9717166866641,2.80395235426368,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Norwegian Cove","SL",161.5,23,8.5,89.5212608497022,7.31543962725875,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Norwegian Cove","SL",105,22.5,6,41.8824193257017,3.91102345830309,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Norwegian Cove","SL",104.5,28.5,6,41.5468203286346,3.8851711167556,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Norwegian Cove","SL",100.5,25,8,40.2162901796231,3.78231112742235,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Norwegian Cove","SL",96,18,9,37.9337295337548,3.6044420313777,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Norwegian Cove","SL",140,24.5,5.5,67.8403479181849,5.82045186807342,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Norwegian Cove","SL",56,20.5,17,19.8475794526588,2.11315934411052,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Norwegian Cove","AGCL",26.5,11,3.5,10.2095352026373,NA,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Norwegian Cove","AGCL",24,12.5,2,7.72510800166661,NA,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Norwegian Cove","AGCL",33.5,14,2,14.173022048592,NA,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Norwegian Cove","AGCL",26,13.5,2.5,9.23843033408216,NA,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Norwegian Cove","AGCL",43.5,22.5,2,22.987328466188,NA,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Norwegian Cove","AGCL",29,9,2.5,11.2278199358013,NA,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Norwegian Cove","AGCL",24.5,13.5,1,7.43826573384457,NA,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Norwegian Cove","LADI",81.5,29.5,19.5,78.1368656615882,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Norwegian Cove","SL",92,16.5,14.5,38.9048023672718,3.68033658474457,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Norwegian Cove","SL",52.5,13.5,3,12.1785703265587,1.41278917047353,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Norwegian Cove","SL",50,16.5,4.5,11.7902979307558,1.37555331187686,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Broadway and 42nd","SL",192,24.5,9,120.659518180045,9.35633952863062,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Broadway and 42nd","SL",84,13,3,27.1324818142888,2.73441701071142,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Broadway and 42nd","SL",198,24,8,126.060086015528,9.700227317334,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Broadway and 42nd","SL",171,21,9,99.1201194005361,7.95621068582883,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Broadway and 42nd","SL",202.5,21.5,11,134.354814437066,10.2234258118964,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Broadway and 42nd","AGCL",42,26.5,3.5,22.987328466188,NA,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Broadway and 42nd","AGCL",36,17.5,2.5,16.6003127987086,NA,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Broadway and 42nd","AGCL",38.5,13,1,17.4508503614068,NA,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Broadway and 42nd","SL",234.5,31,39,208.893138841337,14.7096142494522,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Broadway and 42nd","SL",98,9,15,43.2366461681946,4.0149782642511,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Broadway and 42nd","SL",141.5,25.5,4,67.8403479181849,5.82045186807342,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Broadway and 42nd","SL",69,21,9,22.3346316541385,2.32915256279804,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Broadway and 42nd","AGCL",35,19,2,15.3633305066326,NA,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Broadway and 42nd","AGCL",39.5,15.5,2.5,19.6675861529132,NA,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Broadway and 42nd","AGCL",41,17.5,2,20.5903688504319,NA,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Broadway and 42nd","AGCL",56,36,4,39.4087827319713,NA,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Broadway and 42nd","LADI",58,42.5,7,26.4924163261173,NA,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Broadway and 42nd","SL",99,20.5,7,38.5799148104317,3.65498232485908,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Broadway and 42nd","ALES",70.5,7.5,15.5,NA,NA,"Algae","Phaeophyta","Brown Algae",NA,"Winged Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Alaria","Alaria esculenta"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Broadway and 42nd","ALES",82,10.5,28,NA,NA,"Algae","Phaeophyta","Brown Algae",NA,"Winged Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Alaria","Alaria esculenta"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Broadway and 42nd","SADE",57.5,15,20,NA,NA,"Algae","Phaeophyta","Brown Algae",NA,NA,"Chromista","Ochrophyta","Phaeophyceae","Tilopteridales","Phyllariaceae","Saccorhiza","Saccorhiza dermatodea"
"KEEN ONE","Byrnes",2015,8,12,"NE Appledore","Broadway and 42nd","SADE",132,20.5,13,NA,NA,"Algae","Phaeophyta","Brown Algae",NA,NA,"Chromista","Ochrophyta","Phaeophyceae","Tilopteridales","Phyllariaceae","Saccorhiza","Saccorhiza dermatodea"
