"","X","YEAR","MONTH","DAY","SITE","TRANSECT","SIDE","SP_CODE","PERCENT_COVER","GROUP","DIVISION.FAMILY","COMMON.DIVISION.NAME","SIZE","COMMON.NAME","KINGDOM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES"
"445",445,2014,7,24,"CALF_ISLAND","1","O","BS",7.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",446,2014,7,24,"CALF_ISLAND","1","O","C",3.75,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",447,2014,7,24,"CALF_ISLAND","1","O","CF",6.25,"Invertebrate","Molluscs","Gastropods",NA,"Slipper Snail","Animalia","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Crepidula","Crepidula fornicata"
"448",448,2014,7,24,"CALF_ISLAND","1","O","CHCR",6.25,"Algae","Rhodophyta","Erect Red Algae",NA,"Irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Gigartinaceae","Chondrus","Chondrus crispus"
"449",449,2014,7,24,"CALF_ISLAND","1","O","CRSP",11.25,"Algae","Rhodophyta","Erect Red Algae",NA,"Banded weed",NA,NA,NA,NA,NA,NA,"Ceramium "
"450",450,2014,7,24,"CALF_ISLAND","1","O","CYPU",6.25,"Algae","Rhodophyta","Erect Red Algae",NA,"Purple claw weed","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Cystocloniaceae","Cystoclonium","Cystoclonium purpureum"
"451",451,2014,7,24,"CALF_ISLAND","1","O","DEAC",1.25,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata"
"452",452,2014,7,24,"CALF_ISLAND","1","O","DEVI",10,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis"
"453",453,2014,7,24,"CALF_ISLAND","1","O","DIAT",1.25,"Algae","Phaeophyta","Brown Algae",NA,NA,NA,NA,NA,NA,NA,NA,"Diatom Tube Mat"
"454",454,2014,7,24,"CALF_ISLAND","1","O","DIVE",5,"Invertebrate","Chordates","Tunicates",NA,"tunicate","Animalia","Chordata","Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum vexillum"
"455",455,2014,7,24,"CALF_ISLAND","1","O","EUCR",6.25,"Algae","Rhodophyta","Erect Red Algae",NA,"delicate northern sea fan","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Kallymeniaceae","Euthora","Euthora cristata"
"456",456,2014,7,24,"CALF_ISLAND","1","O","HJ",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,"japan red algae",NA,NA,NA,NA,NA,NA,"Heterosiphonia japonica"
"457",457,2014,7,24,"CALF_ISLAND","1","O","LIVE",1.25,"Invertebrate","Bryozoans","Bryozoans",NA,NA,NA,NA,NA,NA,NA,NA,"Lichenopora verrucaria"
"458",458,2014,7,24,"CALF_ISLAND","1","O","MAST",11.25,"Algae","Rhodophyta","Erect Red Algae",NA,"false irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Phyllophoraceae","Mastocarpus","Mastocarpus stellatus"
"459",459,2014,7,24,"CALF_ISLAND","1","O","MEMA",3.75,"Invertebrate","Bryozoans","Bryozoans",NA,"sea lace","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora membranacea"
"460",460,2014,7,24,"CALF_ISLAND","1","O","P",3.75,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",461,2014,7,24,"CALF_ISLAND","1","O","PAPA",5,"Algae","Rhodophyta","Erect Red Algae",NA,"Dulse","Plantae","Rhodophyta","Florideophyceae","Palmariales","Palmariaceae","Palmaria","Palmaria palmata"
"462",462,2014,7,24,"CALF_ISLAND","1","O","PHRU",3.75,"Algae","Rhodophyta","Erect Red Algae",NA,"sea oak","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","Phycodrys","Phycodrys rubens"
"463",463,2014,7,24,"CALF_ISLAND","1","O","POLS",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,"lobster horns",NA,NA,NA,NA,NA,NA,"Polysiphonia "
"464",464,2014,7,24,"CALF_ISLAND","1","O","PORS",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,NA,NA,NA,NA,NA,NA,NA,"Porphyra "
"465",465,2014,7,24,"CALF_ISLAND","1","O","SH",2.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",466,2014,7,24,"CALF_ISLAND","1","O","SL",26.25,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"467",467,2014,7,24,"CALF_ISLAND","1","O","SS",1.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",468,2014,7,24,"CALF_ISLAND","1","O","TRIN",2.5,"Invertebrate","Bryozoans","Bryozoans",NA,NA,"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Candidae","Tricellaria","Tricellaria inopinata"
"469",469,2014,7,24,"CALF_ISLAND","1","O","UAB",1.25,"Invertebrate","Bryozoans","Bryozoans",NA,NA,NA,NA,NA,NA,NA,NA,"Unidentified Arborescent Bryozoans"
"470",470,2014,7,24,"CALF_ISLAND","2","I","BL",28.75,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",471,2014,7,24,"CALF_ISLAND","2","I","BM",6.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",472,2014,7,24,"CALF_ISLAND","2","I","BOVI",1.25,"Invertebrate","Chordates","Tunicates",NA,"orange sheath tunicate","Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Botrylloides","Botrylloides violaceus"
"473",473,2014,7,24,"CALF_ISLAND","2","I","BS",6.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",474,2014,7,24,"CALF_ISLAND","2","I","BUSP",1.25,"Invertebrate","Bryozoans","Bryozoans",NA,NA,NA,NA,NA,NA,NA,NA,"Bugula sp"
"475",475,2014,7,24,"CALF_ISLAND","2","I","BUTU",1.25,"Invertebrate","Bryozoans","Bryozoans",NA,"spiral tufted bryozoan",NA,NA,NA,NA,NA,NA,"Bugula turrita"
"476",476,2014,7,24,"CALF_ISLAND","2","I","C",5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",477,2014,7,24,"CALF_ISLAND","2","I","CF",5,"Invertebrate","Molluscs","Gastropods",NA,"Slipper Snail","Animalia","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Crepidula","Crepidula fornicata"
"478",478,2014,7,24,"CALF_ISLAND","2","I","CHCR",6.25,"Algae","Rhodophyta","Erect Red Algae",NA,"Irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Gigartinaceae","Chondrus","Chondrus crispus"
"479",479,2014,7,24,"CALF_ISLAND","2","I","CRSP",13.75,"Algae","Rhodophyta","Erect Red Algae",NA,"Banded weed",NA,NA,NA,NA,NA,NA,"Ceramium "
"480",480,2014,7,24,"CALF_ISLAND","2","I","CYPU",16.25,"Algae","Rhodophyta","Erect Red Algae",NA,"Purple claw weed","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Cystocloniaceae","Cystoclonium","Cystoclonium purpureum"
"481",481,2014,7,24,"CALF_ISLAND","2","I","DEAC",3.75,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata"
"482",482,2014,7,24,"CALF_ISLAND","2","I","DIVE",2.5,"Invertebrate","Chordates","Tunicates",NA,"tunicate","Animalia","Chordata","Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum vexillum"
"483",483,2014,7,24,"CALF_ISLAND","2","I","EUCR",2.5,"Algae","Rhodophyta","Erect Red Algae",NA,"delicate northern sea fan","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Kallymeniaceae","Euthora","Euthora cristata"
"484",484,2014,7,24,"CALF_ISLAND","2","I","HJ",5,"Algae","Rhodophyta","Erect Red Algae",NA,"japan red algae",NA,NA,NA,NA,NA,NA,"Heterosiphonia japonica"
"485",485,2014,7,24,"CALF_ISLAND","2","I","LADI",1.25,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"486",486,2014,7,24,"CALF_ISLAND","2","I","LIVE",1.25,"Invertebrate","Bryozoans","Bryozoans",NA,NA,NA,NA,NA,NA,NA,NA,"Lichenopora verrucaria"
"487",487,2014,7,24,"CALF_ISLAND","2","I","MAST",8.75,"Algae","Rhodophyta","Erect Red Algae",NA,"false irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Phyllophoraceae","Mastocarpus","Mastocarpus stellatus"
"488",488,2014,7,24,"CALF_ISLAND","2","I","MEMA",3.75,"Invertebrate","Bryozoans","Bryozoans",NA,"sea lace","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora membranacea"
"489",489,2014,7,24,"CALF_ISLAND","2","I","P",2.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",490,2014,7,24,"CALF_ISLAND","2","I","PAPA",5,"Algae","Rhodophyta","Erect Red Algae",NA,"Dulse","Plantae","Rhodophyta","Florideophyceae","Palmariales","Palmariaceae","Palmaria","Palmaria palmata"
"491",491,2014,7,24,"CALF_ISLAND","2","I","POLS",3.75,"Algae","Rhodophyta","Erect Red Algae",NA,"lobster horns",NA,NA,NA,NA,NA,NA,"Polysiphonia "
"492",492,2014,7,24,"CALF_ISLAND","2","I","PORO",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,"goat tang",NA,NA,NA,NA,NA,NA,"Polyides rotundus"
"493",493,2014,7,24,"CALF_ISLAND","2","I","PORS",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,NA,NA,NA,NA,NA,NA,NA,"Porphyra "
"494",494,2014,7,24,"CALF_ISLAND","2","I","SH",1.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",495,2014,7,24,"CALF_ISLAND","2","I","SL",25,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"496",496,2014,7,24,"CALF_ISLAND","2","I","SLJ",5,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"497",497,2014,7,24,"CALF_ISLAND","2","I","TRIN",13.75,"Invertebrate","Bryozoans","Bryozoans",NA,NA,"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Candidae","Tricellaria","Tricellaria inopinata"
"498",498,2014,7,24,"CALF_ISLAND","2","I","URB",2.5,"Algae","Rhodophyta","Erect Red Algae",NA,NA,NA,NA,NA,NA,NA,NA,"Unidentified Red Blade"
"499",499,2014,7,24,"CALF_ISLAND","2","I","UV",2.5,"Algae","Chlorophyta","Green Algae",NA,"Sea lettuce",NA,NA,NA,NA,NA,NA,"Blady Ulvoid"
"500",500,2014,7,24,"CALF_ISLAND","2","O","BL",17.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501",501,2014,7,24,"CALF_ISLAND","2","O","BM",12.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",502,2014,7,24,"CALF_ISLAND","2","O","BOHA",2.5,"Algae","Rhodophyta","Erect Red Algae",NA,"hooked weed",NA,NA,NA,NA,NA,NA,"Bonnemasonia hamifera"
"503",503,2014,7,24,"CALF_ISLAND","2","O","BOVI",5,"Invertebrate","Chordates","Tunicates",NA,"orange sheath tunicate","Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Botrylloides","Botrylloides violaceus"
"504",504,2014,7,24,"CALF_ISLAND","2","O","BS",11.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",505,2014,7,24,"CALF_ISLAND","2","O","BUSP",2.5,"Invertebrate","Bryozoans","Bryozoans",NA,NA,NA,NA,NA,NA,NA,NA,"Bugula sp"
"506",506,2014,7,24,"CALF_ISLAND","2","O","C",5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507",507,2014,7,24,"CALF_ISLAND","2","O","CF",6.25,"Invertebrate","Molluscs","Gastropods",NA,"Slipper Snail","Animalia","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Crepidula","Crepidula fornicata"
"508",508,2014,7,24,"CALF_ISLAND","2","O","CHCR",2.5,"Algae","Rhodophyta","Erect Red Algae",NA,"Irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Gigartinaceae","Chondrus","Chondrus crispus"
"509",509,2014,7,24,"CALF_ISLAND","2","O","CRSP",15,"Algae","Rhodophyta","Erect Red Algae",NA,"Banded weed",NA,NA,NA,NA,NA,NA,"Ceramium "
"510",510,2014,7,24,"CALF_ISLAND","2","O","CYPU",16.25,"Algae","Rhodophyta","Erect Red Algae",NA,"Purple claw weed","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Cystocloniaceae","Cystoclonium","Cystoclonium purpureum"
"511",511,2014,7,24,"CALF_ISLAND","2","O","DEAC",2.5,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata"
"512",512,2014,7,24,"CALF_ISLAND","2","O","DEVI",1.25,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis"
"513",513,2014,7,24,"CALF_ISLAND","2","O","DIVE",1.25,"Invertebrate","Chordates","Tunicates",NA,"tunicate","Animalia","Chordata","Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum vexillum"
"514",514,2014,7,24,"CALF_ISLAND","2","O","EC",1.25,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,NA,NA,NA,NA,NA,NA,"Encrusting coralline"
"515",515,2014,7,24,"CALF_ISLAND","2","O","HIRU",1.25,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Hildenbrandiales","Hildenbrandiaceae","Hildenbrandia","Hildenbrandia rubra"
"516",516,2014,7,24,"CALF_ISLAND","2","O","HJ",2.5,"Algae","Rhodophyta","Erect Red Algae",NA,"japan red algae",NA,NA,NA,NA,NA,NA,"Heterosiphonia japonica"
"517",517,2014,7,24,"CALF_ISLAND","2","O","LADI",2.5,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"518",518,2014,7,24,"CALF_ISLAND","2","O","MAST",12.5,"Algae","Rhodophyta","Erect Red Algae",NA,"false irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Phyllophoraceae","Mastocarpus","Mastocarpus stellatus"
"519",519,2014,7,24,"CALF_ISLAND","2","O","MEMA",3.75,"Invertebrate","Bryozoans","Bryozoans",NA,"sea lace","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora membranacea"
"520",520,2014,7,24,"CALF_ISLAND","2","O","PAPA",5,"Algae","Rhodophyta","Erect Red Algae",NA,"Dulse","Plantae","Rhodophyta","Florideophyceae","Palmariales","Palmariaceae","Palmaria","Palmaria palmata"
"521",521,2014,7,24,"CALF_ISLAND","2","O","PHRU",5,"Algae","Rhodophyta","Erect Red Algae",NA,"sea oak","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","Phycodrys","Phycodrys rubens"
"522",522,2014,7,24,"CALF_ISLAND","2","O","POLS",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,"lobster horns",NA,NA,NA,NA,NA,NA,"Polysiphonia "
"523",523,2014,7,24,"CALF_ISLAND","2","O","PORS",2.5,"Algae","Rhodophyta","Erect Red Algae",NA,NA,NA,NA,NA,NA,NA,NA,"Porphyra "
"524",524,2014,7,24,"CALF_ISLAND","2","O","SABW",2.5,"Invertebrate","Annelids","Polychaetes",NA,"Sabellid worm",NA,NA,NA,NA,NA,NA,"Sabella "
"525",525,2014,7,24,"CALF_ISLAND","2","O","SH",3.75,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526",526,2014,7,24,"CALF_ISLAND","2","O","SL",25,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"527",527,2014,7,24,"CALF_ISLAND","2","O","SLJ",1.25,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"528",528,2014,7,24,"CALF_ISLAND","2","O","TRIN",12.5,"Invertebrate","Bryozoans","Bryozoans",NA,NA,"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Candidae","Tricellaria","Tricellaria inopinata"
"529",529,2014,7,24,"CALF_ISLAND","3","I","B",6.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530",530,2014,7,24,"CALF_ISLAND","3","I","BA",1.25,"Invertebrate","Arthropods","Crustaceans",NA,NA,NA,NA,NA,NA,NA,NA,"Barnacle "
"531",531,2014,7,24,"CALF_ISLAND","3","I","BL",13.75,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532",532,2014,7,24,"CALF_ISLAND","3","I","BM",6.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533",533,2014,7,24,"CALF_ISLAND","3","I","BOVI",3.75,"Invertebrate","Chordates","Tunicates",NA,"orange sheath tunicate","Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Botrylloides","Botrylloides violaceus"
"534",534,2014,7,24,"CALF_ISLAND","3","I","BS",5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535",535,2014,7,24,"CALF_ISLAND","3","I","C",5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536",536,2014,7,24,"CALF_ISLAND","3","I","CF",7.5,"Invertebrate","Molluscs","Gastropods",NA,"Slipper Snail","Animalia","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Crepidula","Crepidula fornicata"
"537",537,2014,7,24,"CALF_ISLAND","3","I","CHCR",5,"Algae","Rhodophyta","Erect Red Algae",NA,"Irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Gigartinaceae","Chondrus","Chondrus crispus"
"538",538,2014,7,24,"CALF_ISLAND","3","I","CRSP",2.5,"Algae","Rhodophyta","Erect Red Algae",NA,"Banded weed",NA,NA,NA,NA,NA,NA,"Ceramium "
"539",539,2014,7,24,"CALF_ISLAND","3","I","CYPU",10,"Algae","Rhodophyta","Erect Red Algae",NA,"Purple claw weed","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Cystocloniaceae","Cystoclonium","Cystoclonium purpureum"
"540",540,2014,7,24,"CALF_ISLAND","3","I","DEAC",1.25,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata"
"541",541,2014,7,24,"CALF_ISLAND","3","I","DEVI",1.25,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis"
"542",542,2014,7,24,"CALF_ISLAND","3","I","EC",2.5,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,NA,NA,NA,NA,NA,NA,"Encrusting coralline"
"543",543,2014,7,24,"CALF_ISLAND","3","I","HIRU",1.25,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Hildenbrandiales","Hildenbrandiaceae","Hildenbrandia","Hildenbrandia rubra"
"544",544,2014,7,24,"CALF_ISLAND","3","I","HJ",12.5,"Algae","Rhodophyta","Erect Red Algae",NA,"japan red algae",NA,NA,NA,NA,NA,NA,"Heterosiphonia japonica"
"545",545,2014,7,24,"CALF_ISLAND","3","I","LADI",2.5,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"546",546,2014,7,24,"CALF_ISLAND","3","I","MAST",2.5,"Algae","Rhodophyta","Erect Red Algae",NA,"false irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Phyllophoraceae","Mastocarpus","Mastocarpus stellatus"
"547",547,2014,7,24,"CALF_ISLAND","3","I","P",7.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548",548,2014,7,24,"CALF_ISLAND","3","I","PAPA",5,"Algae","Rhodophyta","Erect Red Algae",NA,"Dulse","Plantae","Rhodophyta","Florideophyceae","Palmariales","Palmariaceae","Palmaria","Palmaria palmata"
"549",549,2014,7,24,"CALF_ISLAND","3","I","PHRU",2.5,"Algae","Rhodophyta","Erect Red Algae",NA,"sea oak","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","Phycodrys","Phycodrys rubens"
"550",550,2014,7,24,"CALF_ISLAND","3","I","POLS",5,"Algae","Rhodophyta","Erect Red Algae",NA,"lobster horns",NA,NA,NA,NA,NA,NA,"Polysiphonia "
"551",551,2014,7,24,"CALF_ISLAND","3","I","PORO",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,"goat tang",NA,NA,NA,NA,NA,NA,"Polyides rotundus"
"552",552,2014,7,24,"CALF_ISLAND","3","I","S",1.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",553,2014,7,24,"CALF_ISLAND","3","I","SH",5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",554,2014,7,24,"CALF_ISLAND","3","I","SL",32.5,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"555",555,2014,7,24,"CALF_ISLAND","3","I","TRIN",1.25,"Invertebrate","Bryozoans","Bryozoans",NA,NA,"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Candidae","Tricellaria","Tricellaria inopinata"
"556",556,2014,7,24,"CALF_ISLAND","3","I","URB",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,NA,NA,NA,NA,NA,NA,NA,"Unidentified Red Blade"
"557",557,2014,7,24,"CALF_ISLAND","3","O","ANSP",1.25,"Invertebrate","Molluscs","Bivalves",NA,"jingle shell",NA,NA,NA,NA,NA,NA,"Anomia "
"558",558,2014,7,24,"CALF_ISLAND","3","O","B",11.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",559,2014,7,24,"CALF_ISLAND","3","O","BL",22.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560",560,2014,7,24,"CALF_ISLAND","3","O","BM",2.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",561,2014,7,24,"CALF_ISLAND","3","O","BS",1.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",562,2014,7,24,"CALF_ISLAND","3","O","C",3.75,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",563,2014,7,24,"CALF_ISLAND","3","O","CF",11.25,"Invertebrate","Molluscs","Gastropods",NA,"Slipper Snail","Animalia","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Crepidula","Crepidula fornicata"
"564",564,2014,7,24,"CALF_ISLAND","3","O","CHCR",3.75,"Algae","Rhodophyta","Erect Red Algae",NA,"Irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Gigartinaceae","Chondrus","Chondrus crispus"
"565",565,2014,7,24,"CALF_ISLAND","3","O","CYPU",11.25,"Algae","Rhodophyta","Erect Red Algae",NA,"Purple claw weed","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Cystocloniaceae","Cystoclonium","Cystoclonium purpureum"
"566",566,2014,7,24,"CALF_ISLAND","3","O","DEVI",2.5,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis"
"567",567,2014,7,24,"CALF_ISLAND","3","O","HIRU",1.25,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Hildenbrandiales","Hildenbrandiaceae","Hildenbrandia","Hildenbrandia rubra"
"568",568,2014,7,24,"CALF_ISLAND","3","O","HJ",13.75,"Algae","Rhodophyta","Erect Red Algae",NA,"japan red algae",NA,NA,NA,NA,NA,NA,"Heterosiphonia japonica"
"569",569,2014,7,24,"CALF_ISLAND","3","O","LADI",1.25,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata"
"570",570,2014,7,24,"CALF_ISLAND","3","O","MAST",13.75,"Algae","Rhodophyta","Erect Red Algae",NA,"false irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Phyllophoraceae","Mastocarpus","Mastocarpus stellatus"
"571",571,2014,7,24,"CALF_ISLAND","3","O","MEMA",2.5,"Invertebrate","Bryozoans","Bryozoans",NA,"sea lace","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora membranacea"
"572",572,2014,7,24,"CALF_ISLAND","3","O","MYED",1.25,"Invertebrate","Molluscs","Bivalves",NA,"Blue Mussel","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Mytilus","Mytilus edulis"
"573",573,2014,7,24,"CALF_ISLAND","3","O","PAPA",3.75,"Algae","Rhodophyta","Erect Red Algae",NA,"Dulse","Plantae","Rhodophyta","Florideophyceae","Palmariales","Palmariaceae","Palmaria","Palmaria palmata"
"574",574,2014,7,24,"CALF_ISLAND","3","O","PHRU",2.5,"Algae","Rhodophyta","Erect Red Algae",NA,"sea oak","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","Phycodrys","Phycodrys rubens"
"575",575,2014,7,24,"CALF_ISLAND","3","O","RAT",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,NA,NA,NA,NA,NA,NA,NA,"Red Algal Turf"
"576",576,2014,7,24,"CALF_ISLAND","3","O","S",1.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",577,2014,7,24,"CALF_ISLAND","3","O","SH",6.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",578,2014,7,24,"CALF_ISLAND","3","O","SL",35,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"579",579,2014,7,24,"CALF_ISLAND","3","O","TRIN",3.75,"Invertebrate","Bryozoans","Bryozoans",NA,NA,"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Candidae","Tricellaria","Tricellaria inopinata"
"580",580,2014,7,24,"CALF_ISLAND","3","O","URB",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,NA,NA,NA,NA,NA,NA,NA,"Unidentified Red Blade"
