"","X","YEAR","MONTH","DAY","SITE","TRANSECT","SP_CODE","QUAD","SIDE","COUNT","AREA","GROUP","DIVISION.FAMILY","COMMON.DIVISION.NAME","SIZE","COMMON.NAME","KINGDOM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES","NOTES"
"692",692,2014,7,21,"NW_APPLEDORE","NORTH_HEAD","ASFO","20-0","O",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"693",693,2014,7,17,"SW_APPLEDORE","NORTH_SMITHS_COVE","CABO","0-20","I",3,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"694",694,2014,7,17,"SW_APPLEDORE","NORTH_SMITHS_COVE","CAIR","0-20","I",3,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"695",695,2014,7,17,"SW_APPLEDORE","NORTH_SMITHS_COVE","HOAM","0-20","I",9,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"696",696,2014,7,17,"SW_APPLEDORE","NORTH_SMITHS_COVE","PHGU","0-20","I",1,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"697",697,2014,7,17,"SW_APPLEDORE","NORTH_SMITHS_COVE","MYSP","0-20","I",1,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"698",698,2014,7,17,"SW_APPLEDORE","NORTH_SMITHS_COVE","HESA","0-20","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"699",699,2014,7,17,"SW_APPLEDORE","NORTH_SMITHS_COVE","ULSP","0-20","I",NA,20,"Fish","Chordates","Fish",NA,"Shanny",NA,NA,NA,NA,NA,NA,"Ulvaria ",NA
"700",700,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","CABO","0-20","I",2,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"701",701,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","CAIR","0-20","I",4,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"702",702,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","HOAM","0-20","I",4,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"703",703,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","PHGU","0-20","I",1,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"704",704,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","MYOC","0-20","I",NA,20,"Fish","Chordates","Fish",NA,"Long horned sculpin","Animalia","Chordata","Actinopteri","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus octodecemspinosus",NA
"705",705,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","ASRU","0-20","I",1,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"706",706,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","MYSP","0-20","I",NA,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"707",707,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","ULSP","0-20","I",NA,20,"Fish","Chordates","Fish",NA,"Shanny",NA,NA,NA,NA,NA,NA,"Ulvaria ",NA
"708",708,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","HESA","0-20","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"709",709,2014,7,19,"SW_APPLEDORE","SOUTH_PEPPERRELL","CABO","0-20","I",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"710",710,2014,7,19,"SW_APPLEDORE","SOUTH_PEPPERRELL","CAIR","0-20","I",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"711",711,2014,7,19,"SW_APPLEDORE","SOUTH_PEPPERRELL","HOAM","0-20","I",1,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","*BIG"" 0-20 IN"
"712",712,2014,7,19,"SW_APPLEDORE","SOUTH_PEPPERRELL","MYSP","0-20","I",2,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"713",713,2014,7,19,"SW_APPLEDORE","SOUTH_PEPPERRELL","HESA","0-20","I",1,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"714",714,2014,7,19,"SW_APPLEDORE","SOUTH_PEPPERRELL","ASRU","0-20","I",1,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"715",715,2014,7,19,"SW_APPLEDORE","SOUTH_PEPPERRELL","PHGU","0-20","I",1,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus","""TINY"" 0-20 IN"
"716",716,2014,7,19,"SW_APPLEDORE","SOUTH_PEPPERRELL","ASFO","0-20","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"717",717,2014,7,19,"SW_APPLEDORE","NORTH_PEPPERRELL","CABO","0-20","I",1,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"718",718,2014,7,19,"SW_APPLEDORE","NORTH_PEPPERRELL","CAIR","0-20","I",1,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"719",719,2014,7,19,"SW_APPLEDORE","NORTH_PEPPERRELL","HOAM","0-20","I",2,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"720",720,2014,7,19,"SW_APPLEDORE","NORTH_PEPPERRELL","PHGU","0-20","I",NA,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"721",721,2014,7,19,"SW_APPLEDORE","NORTH_PEPPERRELL","MYSP","0-20","I",NA,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"722",722,2014,7,19,"SW_APPLEDORE","NORTH_PEPPERRELL","CAMA","0-20","I",1,20,"Invertebrate","Arthropods","Crustaceans",NA,"Green Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas",NA
"723",723,2014,7,19,"SW_APPLEDORE","NORTH_PEPPERRELL","HESA","0-20","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"724",724,2014,7,19,"SW_APPLEDORE","NORTH_PEPPERRELL","ULSP","0-20","I",NA,20,"Fish","Chordates","Fish",NA,"Shanny",NA,NA,NA,NA,NA,NA,"Ulvaria ",NA
"725",725,2014,7,17,"SW_APPLEDORE","NORTH_SMITHS_COVE","CABO","20-40","I",1,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"726",726,2014,7,17,"SW_APPLEDORE","NORTH_SMITHS_COVE","CAIR","20-40","I",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"727",727,2014,7,17,"SW_APPLEDORE","NORTH_SMITHS_COVE","HOAM","20-40","I",3,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"728",728,2014,7,17,"SW_APPLEDORE","NORTH_SMITHS_COVE","PHGU","20-40","I",NA,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"729",729,2014,7,17,"SW_APPLEDORE","NORTH_SMITHS_COVE","MYSP","20-40","I",1,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"730",730,2014,7,17,"SW_APPLEDORE","NORTH_SMITHS_COVE","HESA","20-40","I",1,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"731",731,2014,7,17,"SW_APPLEDORE","NORTH_SMITHS_COVE","ULSP","20-40","I",1,20,"Fish","Chordates","Fish",NA,"Shanny",NA,NA,NA,NA,NA,NA,"Ulvaria ",NA
"732",732,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","CABO","20-40","I",1,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"733",733,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","CAIR","20-40","I",2,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"734",734,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","HOAM","20-40","I",4,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"735",735,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","PHGU","20-40","I",NA,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"736",736,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","MYOC","20-40","I",1,20,"Fish","Chordates","Fish",NA,"Long horned sculpin","Animalia","Chordata","Actinopteri","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus octodecemspinosus",NA
"737",737,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","ASRU","20-40","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"738",738,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","MYSP","20-40","I",1,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"739",739,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","ULSP","20-40","I",2,20,"Fish","Chordates","Fish",NA,"Shanny",NA,NA,NA,NA,NA,NA,"Ulvaria ",NA
"740",740,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","HESA","20-40","I",1,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"741",741,2014,7,19,"SW_APPLEDORE","SOUTH_PEPPERRELL","CABO","20-40","I",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"742",742,2014,7,19,"SW_APPLEDORE","SOUTH_PEPPERRELL","CAIR","20-40","I",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"743",743,2014,7,19,"SW_APPLEDORE","SOUTH_PEPPERRELL","HOAM","20-40","I",3,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","*BIG"" 0-20 IN"
"744",744,2014,7,19,"SW_APPLEDORE","SOUTH_PEPPERRELL","MYSP","20-40","I",5,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"745",745,2014,7,19,"SW_APPLEDORE","SOUTH_PEPPERRELL","HESA","20-40","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"746",746,2014,7,19,"SW_APPLEDORE","SOUTH_PEPPERRELL","ASRU","20-40","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"747",747,2014,7,19,"SW_APPLEDORE","SOUTH_PEPPERRELL","PHGU","20-40","I",NA,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus","""TINY"" 0-20 IN"
"748",748,2014,7,19,"SW_APPLEDORE","SOUTH_PEPPERRELL","ASFO","20-40","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"749",749,2014,7,19,"SW_APPLEDORE","NORTH_PEPPERRELL","CABO","20-40","I",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"750",750,2014,7,19,"SW_APPLEDORE","NORTH_PEPPERRELL","CAIR","20-40","I",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"751",751,2014,7,19,"SW_APPLEDORE","NORTH_PEPPERRELL","HOAM","20-40","I",6,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"752",752,2014,7,19,"SW_APPLEDORE","NORTH_PEPPERRELL","PHGU","20-40","I",NA,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"753",753,2014,7,19,"SW_APPLEDORE","NORTH_PEPPERRELL","MYSP","20-40","I",2,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"754",754,2014,7,19,"SW_APPLEDORE","NORTH_PEPPERRELL","CAMA","20-40","I",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Green Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas",NA
"755",755,2014,7,19,"SW_APPLEDORE","NORTH_PEPPERRELL","HESA","20-40","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"756",756,2014,7,19,"SW_APPLEDORE","NORTH_PEPPERRELL","ULSP","20-40","I",1,20,"Fish","Chordates","Fish",NA,"Shanny",NA,NA,NA,NA,NA,NA,"Ulvaria ",NA
"757",757,2014,7,17,"SW_APPLEDORE","NORTH_SMITHS_COVE","CABO","40-20","O",1,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"758",758,2014,7,17,"SW_APPLEDORE","NORTH_SMITHS_COVE","CAIR","40-20","O",2,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"759",759,2014,7,17,"SW_APPLEDORE","NORTH_SMITHS_COVE","HOAM","40-20","O",2,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"760",760,2014,7,17,"SW_APPLEDORE","NORTH_SMITHS_COVE","PHGU","40-20","O",NA,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"761",761,2014,7,17,"SW_APPLEDORE","NORTH_SMITHS_COVE","MYSP","40-20","O",1,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"762",762,2014,7,17,"SW_APPLEDORE","NORTH_SMITHS_COVE","HESA","40-20","O",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"763",763,2014,7,17,"SW_APPLEDORE","NORTH_SMITHS_COVE","ULSP","40-20","O",NA,20,"Fish","Chordates","Fish",NA,"Shanny",NA,NA,NA,NA,NA,NA,"Ulvaria ",NA
"764",764,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","CABO","40-20","O",2,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"765",765,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","CAIR","40-20","O",2,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"766",766,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","HOAM","40-20","O",5,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"767",767,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","PHGU","40-20","O",1,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"768",768,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","MYOC","40-20","O",NA,20,"Fish","Chordates","Fish",NA,"Long horned sculpin","Animalia","Chordata","Actinopteri","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus octodecemspinosus",NA
"769",769,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","ASRU","40-20","O",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"770",770,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","MYSP","40-20","O",1,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"771",771,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","ULSP","40-20","O",NA,20,"Fish","Chordates","Fish",NA,"Shanny",NA,NA,NA,NA,NA,NA,"Ulvaria ",NA
"772",772,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","HESA","40-20","O",1,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"773",773,2014,7,19,"SW_APPLEDORE","SOUTH_PEPPERRELL","CABO","40-20","O",2,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"774",774,2014,7,19,"SW_APPLEDORE","SOUTH_PEPPERRELL","CAIR","40-20","O",1,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"775",775,2014,7,19,"SW_APPLEDORE","SOUTH_PEPPERRELL","HOAM","40-20","O",2,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","*BIG"" 0-20 IN"
"776",776,2014,7,19,"SW_APPLEDORE","SOUTH_PEPPERRELL","MYSP","40-20","O",NA,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"777",777,2014,7,19,"SW_APPLEDORE","SOUTH_PEPPERRELL","HESA","40-20","O",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"778",778,2014,7,19,"SW_APPLEDORE","SOUTH_PEPPERRELL","ASRU","40-20","O",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"779",779,2014,7,19,"SW_APPLEDORE","SOUTH_PEPPERRELL","PHGU","40-20","O",3,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus","""TINY"" 0-20 IN"
"780",780,2014,7,19,"SW_APPLEDORE","SOUTH_PEPPERRELL","ASFO","40-20","O",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"781",781,2014,7,19,"SW_APPLEDORE","NORTH_PEPPERRELL","CABO","40-20","O",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"782",782,2014,7,19,"SW_APPLEDORE","NORTH_PEPPERRELL","CAIR","40-20","O",1,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"783",783,2014,7,19,"SW_APPLEDORE","NORTH_PEPPERRELL","HOAM","40-20","O",4,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"784",784,2014,7,19,"SW_APPLEDORE","NORTH_PEPPERRELL","PHGU","40-20","O",2,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"785",785,2014,7,19,"SW_APPLEDORE","NORTH_PEPPERRELL","MYSP","40-20","O",1,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"786",786,2014,7,19,"SW_APPLEDORE","NORTH_PEPPERRELL","CAMA","40-20","O",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Green Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas",NA
"787",787,2014,7,19,"SW_APPLEDORE","NORTH_PEPPERRELL","HESA","40-20","O",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"788",788,2014,7,19,"SW_APPLEDORE","NORTH_PEPPERRELL","ULSP","40-20","O",NA,20,"Fish","Chordates","Fish",NA,"Shanny",NA,NA,NA,NA,NA,NA,"Ulvaria ",NA
"789",789,2014,7,17,"SW_APPLEDORE","NORTH_SMITHS_COVE","CABO","20-0","O",2,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"790",790,2014,7,17,"SW_APPLEDORE","NORTH_SMITHS_COVE","CAIR","20-0","O",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"791",791,2014,7,17,"SW_APPLEDORE","NORTH_SMITHS_COVE","HOAM","20-0","O",7,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"792",792,2014,7,17,"SW_APPLEDORE","NORTH_SMITHS_COVE","PHGU","20-0","O",NA,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"793",793,2014,7,17,"SW_APPLEDORE","NORTH_SMITHS_COVE","MYSP","20-0","O",NA,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"794",794,2014,7,17,"SW_APPLEDORE","NORTH_SMITHS_COVE","HESA","20-0","O",1,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"795",795,2014,7,17,"SW_APPLEDORE","NORTH_SMITHS_COVE","ULSP","20-0","O",NA,20,"Fish","Chordates","Fish",NA,"Shanny",NA,NA,NA,NA,NA,NA,"Ulvaria ",NA
"796",796,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","CABO","20-0","O",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"797",797,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","CAIR","20-0","O",2,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"798",798,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","HOAM","20-0","O",3,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"799",799,2014,7,17,"SW_APPLEDORE","SOUTH_SMITHS_COVE","PHGU","20-0","O",1,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
